E043DB	Shenzhen ViewAt
001319	Cisco
00131A	Cisco
00130D	Galileo Avionica
001308	Nuvera Fuel Cells
00122F	Sanei Electric
001235	Andrew
00122B	Virbiage
001212	PLUS
0012D8	International Games System
0012CB	CSS
0012C5	V-Show
0012CC	Bitatek
0012B4	Work Microwave
0012BB	Telecom Association TR-41 Committee
001206	iQuest
00120B	Chinasys
00120C	CE-Infosys
0011FF	Digitro Tecnologia
0011FA	Rane
0011F0	Wideful
0011EF	Conitec Datensysteme
0011E9	Starnex
001187	Category Solutions
001182	IMI Norgren
001181	InterEnergy
00117B	B?chi Labortechnik
00116F	Netforyou
001168	HomeLogic
00115E	ProMinent Dosiertechnik
001157	Oki Electric
000FB2	Broadband Pacenet
000FA5	BWA
000FB1	Cognio
000FAC	IEEE 802.11
000F9C	Panduit
000FA0	Canon Korea Business Solutions
000F97	Avanex
000F8A	WideView
000F89	Winnertec System
000F90	Cisco
000FD7	Harman Music Group
000FD1	Applied Wireless Identifications Group
000FD2	EWA
000FC4	NST
000FCB	3Com
000FBF	DGT Sp. z o.o
000FB8	CallURL
0011DD	FROMUS TEC
0011E2	Hua Jung Components
0011CF	Thrane & Thrane
0011D6	HandEra
0011D0	Tandberg Data ASA
0011CA	Long Range Systems
0011C3	Transceiving System
0011B7	Octalix B.V
0011BE	AGP Telecom
0011BD	Bombardier Transportation
001105	Sunplus
00110C	Atmark Techno
000FF9	Valcretec
000FFA	Optinel Systems
000FFF	Control4
000FF1	nex-G Systems
000FE4	Pantech
000FEA	Giga-Byte
000FE3	Damm Cellular Systems
0011AB	Trustable
0011B0	Fortelink
0011A4	JStream
001198	Prism Media
00119D	Diginfo
00119E	Solectron Brazil
00118E	Halytech Mace
001193	Cisco
001152	Eidsvoll
00114F	US Digital Television
001149	Proliphix
001142	e-SMARTCOM
00113D	KN Soltec
00113C	Micronas
001136	Goodrich Sensor Systems
00112C	IZT
001130	Allied Telesis
00111F	Doremi
001112	Honeywell CMSS
001118	BLX IC Design
000F58	Adder
000F52	YORK Refrigeration
000F57	CABLELOGIC
000F45	Stretch
000F46	Sinar
000F4B	Oracle
000F37	Xambala
000F3F	Big Bear Networks
000F3B	Fuji System Machines
000F31	Allied Vision Canada
000F32	Lootom Telcovideo Network Wuxi
000F2B	Greenbell Systems
000E98	HME Clear-Com
000E93	Mil?nio 3 Sistemas Electr?nicos
000E86	Alcatel
000E80	Thomson
000E85	Catalyst
000E74	Solar Telecom
000E79	Ample
000F24	Cisco
000F12	Panasonic
000F18	Industrial Control Systems
000F11	Prodrive B.V
000F0C	Synchronic
000EFF	Megasolution
000F00	Legra Systems
000F05	3B System
000F7D	Xirrus
000F84	Astute Networks
000F77	Dentum
000F71	Sanmei
000F78	Datacap Systems
000F65	icube
000F5E	Veo
000E71	Gemstar Development
000E6C	Device Drivers
000E65	TransCore
000E5F	activ-net
000E60	360SUN Digital Broadband
000E52	Optium
000E46	Niigata Seimitsu
000E4D	Numesa
000E3F	Soronti
000EC5	Digital Multitools
000EB8	Iiga
000EB7	Knovative
000EBE	B&B
000EB2	Micro-Research Finland
000EAB	Cray
000EA5	BLIP Systems
000E9F	TEMIC SDS
000E0A	Sakuma Design Office
000E12	Adaptive Micro Systems
000E04	CMA/Microdialysis
000DF7	Space Dynamics Lab
000DFE	Hauppauge Works
000DF1	Ionix
000DEB	CompXs
000DF2	Private
000DE4	DIGINICS
000EF9	REA Elektronik
000EF2	Infinico
000EE0	Mcharge
000EDF	PLX
000EE6	Adimos Systems
000ECA	WTSS
000ED1	Osaka Micro
000EDA	C-Tech United
000ED6	Cisco
000E37	Harms & Wende &KG
000E38	Cisco
000E31	Olympus Soft Imaging Solutions
000E2A	Private
000E25	Hannae
000E18	MyA
000E17	Private
000E0E	ESA elettronica S.P.A
000C7E	Tellium
000C86	Cisco
000C81	Schneider Electric
000C72	Tempearl
000C79	Extel P/L
000C66	Pronto Networks
000C6B	Kurz Industrie-Elektronik
000C6D	Edwards
000DDF	Japan Image & Network
000DD2	Simrad Optronics ASA
000DD1	Stryker
000DD8	BBN
000DCC	NEOSMART
000DBF	TekTone Sound & Signal
000DC0	Spagat
000DC5	EchoStar Global B.V
000DB9	PC Engines
000D8C	Shanghai Wedone Digital
000D8B	T&D
000D85	Tapwave
000D86	Huber + Suhner
000D7E	Axiowave Networks
000D78	Engineering & Security
000D77	FalconStor
000D6B	Mita-Teknik
000D65	Cisco
000D5F	Minds
000D66	Cisco
000CB1	Salland
000CB7	Nanjing Huazhuo
000CBE	Innominate Security
000CC3	BeWAN Systems
000CB2	UNION
000CA5	Naman NZ
000CAC	Citizen Watch
000C94	United
000C99	HITEL LINK
000CA0	StorCase
000C8D	MATRIX VISION
000C92	WolfVision
000D32	DispenseSource
000D31	Compellent
000D25	Sanden
000D1F	AV Digital
000D19	ROBE Show lighting
000D20	Asahikasei Technosystem
000D0D	ITSupported
000D12	AXELL
000DB2	Ammasso
000DAD	Dataprobe
000D9E	TOKUDEN OHIZUMI SEISAKUSYO
000DA5	Fabric7 Systems
000D99	Orbital Sciences.; Launch Systems Group
000D58	Private
000D4C	Outline
000D53	Beijing 5w
000D3F	VTI Instruments
000D44	Audio BU - Logitech
000D38	Nissin
000CD1	SFOM
000CD6	Partner
000CDD	AOS
000CCA	HGST a Western Digital
000CC4	Tiptel
000D00	Seaway Networks
000D06	Compulogic
000CFA	Digital Systems
000CFF	MRO-TEK
000CED	Real Digital Media
000CEE	jp-embedded
000CF3	Call Image
000CE7	MediaTek
000CE3	Option N.V
000B01	Daiichi
000AF0	Shin-OH
000AF5	Airgo Networks
000AEC	Koatsu Gas Kogyo
000AE5	ScottCare
000AE7	Eliop S.A
000AE0	Fujitsu Softek
000AC8	ZPSYS
000ACD	Sunrich
000AD4	CoreBell Systems
000B5E	Audio
000B63	Kaleidescape
000B55	ADInstruments
000B5A	HyperEdge
000B52	Joymax
000B4D	Emuzed
000B41	Ing. B?ro Dr. Beutlhauser
000B46	Cisco
000B33	Vivato
000B3A	QuStream
000B3F	Anthology Solutions
000B95	eBet Gaming Systems
000B8F	Akita
000B89	Top Global
000B8E	Ascent
000B90	ADVA Optical Networking
000B7D	Solomon Extreme
000B82	Grandstream Networks
000B6F	Media Streaming Networks
000B76	ET&T
000AC1	Futuretel
000AC6	Overture Networks
000AAE	Rosemount Process Analytical
000AB3	Fa. GIRA
000AB5	Digital
000ABA	Arcon
000AA2	Systek
000AA7	FEI
000A8F	Aska
000A94	ShangHai cellink
000C4E	Winbest
000C53	Private
000C5A	IBSmm Embedded
000C5F	Avtec
000C47	SK Teletech
000C4C	Arcor&Co
000C3E	Crest Audio
000C37	Geomation
000C2D	FullWave
000C1A	Quest Technical Solutions
000C1E	Global Cache
000C23	Beijing Lanchuan
000C0E	XtremeSpectrum
000C15	CyberPower Systems
000C09	Hitachi IE Systems
000BD3	cd3o
000BC7	ICET S.p.A
000BCE	Free2move
000BC2	Corinex
000BBB	Etin Systems
000BC0	China IWNComm
000BAF	WOOJU
000BB4	RDC Semiconductor
000BA5	Quasar Cipta Mandiri
000BAA	Aiphone
000B9E	Yasing
000B27	Scion
000B1B	Systronix
000B20	Hirata
000B22	Environmental Systems and
000B14	ViewSonic
000B0D	Air2U
000B0F	Bosch Rexroth
000B08	Pillar Data Systems
000AFC	Core Tec
000BF6	Nitgen
000BFB	D-NET
000C02	ABB
000BEA	Zultys
000BEF	Code
000BE3	Key Stream
000BE8	Aoip
000BE9	Actel
000BD7	DORMA Time + Access
000BDC	Akcp
000994	Cronyx
000999	CP Georges Renault
000987	Nishi Nippon Electric Wire & Cable
000988	Nudian
00098D	Velocity Semiconductor
000981	Newport Networks
000975	fSONA
00097A	Louis Design
000968	Technoventure
000962	Sonitor
000A9B	TB Group
000A9A	Aiptek
000A80	Telkonet
000A82	Tatsuta System
000A87	Integrated Micromachines
000A7B	Cornelius Consult
000A6D	EKS Elektronikservice
000A6F	ZyFLEX
000A74	Manticom Networks
000A61	Cellinx Systems
0009C3	Netas
0009B9	Action Imaging Solutions
0009BA	MAKU Informationstechik
0009AC	Lanvoice
0009B3	MCM Systems
0009A7	Bang & Olufsen
00099A	Elmo
0009A0	Microtechno
0009ED	CipherOptics
0009F2	Cohu
0009E6	Cyber Switching
0009E0	Xemics S.A
0009DA	Control Module
0009CD	Hudson Soft
0009C7	Movistec
0009CE	SpaceBridge Semiconductor
0009D3	Western DataCom
000901	Shenzhen Shixuntong Information & Technoligy
0008FC	Gigaphoton
0008F9	Artesyn Embedded
0008F4	Bluetake
0008EB	ROMWin
0008E4	Envenergy
0008DF	Alistel
0008D8	Dowkey Microwave
0008D2	ZOOM Networks
0008CC	Remotec
0008D1	Karel
000967	Tachyon
00096E	Giant
00095E	Masstech Group
000959	Sitecsoft
00094D	Braintree
000952	Auerswald
000946	Cluster
000940	AGFEO
00093F	Double-Win Enterpirse
000933	Ophit
000A5C	Carel s.p.a
000A50	Remotek
000A55	MARKEM
000A4E	UNITEK
000A42	Cisco
000A49	F5 Networks
000A36	Synelec Telecom Multimedia
000A3B	GCT Semiconductor
000A3D	Elo Sistemas Eletronicos S.A
000A2F	Artnix
000927	Toyokeiki
00092E	B&Tech System
000920	EpoX
00091B	Digital Generation
000914	Computrols
00090E	Helix
000908	VTech
00090D	Leader
000A20	SVA Networks
000A25	Ceragon Networks
000A14	TECO a.s
000A19	Valere Power
000A0D	FCI Deutschland
000A12	Azylex
0009F9	ART Japan
0009FC	IPFLEX
000A03	Endesa Servicios
000705	Endress & Hauser
0006F8	Boeing
0006FF	Sheba Systems
0006FD	Comjet Information Systems
0006E7	Bit Blitz
0006ED	Inara Networks
0006DC	Syabas
0006E1	Techno Trade s.a
0006E6	DongYang Telecom
0006CF	Thales Avionics In-Flight Systems
0006D6	Cisco
0006D5	Diamond Systems
0006C9	Technical Marketing
0007B1	Equator
0007B8	Corvalent
0007B2	Transaccess S.A
0007A4	GN Netcom
0007AA	Quantum Data
00079D	Musashi
00079E	Ilinx
000774	GuangZhou Thinker
000791	International Data
000798	Selea SRL
000797	Netpower
00078B	Wegener
000785	Cisco
00077B	Millimetrix Broadband Networks
000856	Gamatronic
00082D	Indus Teqsite
000821	Cisco
000814	TIL
00081A	Sanrad Intelligence Storage
00080F	Proximion Fiber Optics
000809	Systemonic
000803	Cos Tron
0007FF	Gluon Networks
0007F9	Sensaphone
000894	InnoVISION Multimedia
00088F	Advanced Digital
000888	OULLIM Information
000882	Sigma
00087C	Cisco
000875	Acorp
000870	Rasvia Systems
00086F	Resources Network
000869	Command-e
000863	Entrisphere
00085D	Aastra
000862	NEC Eluminant
000850	Arizona Instrument
000738	Young
00073F	Woojyun Systec
00072C	Fabricom
000733	DANCONTROL
000732	AAEON
000716	J & S Marine
00071B	CDVI Americas
000722	Nielsen
00070A	Unicom Automation
00070F	Fujant
000709	Westerstrand Urfabrik
0006F3	AcceLight Networks
0006C3	Schindler Elevator
0006C8	Sumitomo Metal Micro Devices
0006BF	Accella
0006B9	A5TEK
0006B2	Linxtek
0006AC	Intersoft
0006A6	Artistic Licence
0006A2	Microtune
000695	Ensure
00069C	Transmode Systems
000696	Advent Networks
0007F3	Thinkengine Networks
0007EC	Cisco
0007F2	IOA
0007E6	edgeflow Canada
0007E0	Palm
0007D9	Splicecom
0007DA	Neuro Telecom
0007D3	SPGPrints B.V
0007CA	Creatix Polymedia Ges Fur Kommunikaitonssysteme
0007C4	JEAN
0007BE	DataLogic
00077E	Elrest
00076F	Synoptics
00076E	Sinetica
00076A	NEXTEYE
00075E	Ametek Power Instruments
000765	Jade Quantum
000764	YoungWoo Telecom
000757	Topcall
000758	Dragonwave
000752	Rhythm Watch
00074B	Daihen
000745	Radlan
0008C2	Cisco
0008BB	NetExcell
0008B5	TAI Guen
0008B6	RouteFree
0008AF	Novatec
0008A9	SangSang
0008A8	Systec
0008A3	Cisco
00089C	Elecs
000690	Euracom
00068F	Telemonitor
000689	yLez
000683	Bravara
00D0B9	Microtek
00067D	Takasago
000675	Banderacom
000679	Konami
000663	Human
00066F	Korea Data Systems
000662	MBM
000669	Datasound Laboratories
00055A	Power Dsine
00065C	Malachite
000610	Abeona Networks
000616	Tel Net
00060A	Blue2space
000604	@Track
00CBBD	Cambridge Broadband Networks
000603	Baker Hughes
A06A00	Verilink
0005F5	Geospace
000601	Otanikeiki
0005E8	TurboWave
0005F4	System Base
0005FB	ShareGate
0005DB	PSI Nentec
0005DF	Electronic Innovation
0005CF	Thunder River
0005C9	LG Innotek
0005D5	Speedcom Wireless
0005BC	Resource Data Management
0005C2	Soronti
0005B0	Korea
00059C	Kleinknecht
0005B6	INSYS Microelectronics
0005A2	CELOX Networks
0005AC	Northern Digital
0004E5	Glonet Systems
0004D9	Titan
0004D3	Toyokeiki
0004CC	Peek Traffic B.V
0004C0	Cisco
0004B9	S.I. Soubou
0004BA	KDD Media Will
0004AF	Digital Fountain
0004B4	Ciac
0004B3	Videotek
0004A6	SAF Tehnika
0004A0	Verity Instruments
00050C	Network Photonics
000512	Zebra
000506	Reddo Networks
0004F6	Amphus
0004F5	SnowShore Networks
0004E9	Infiniswitch
0004F0	International
0004EF	Polestar
000553	DVC
000548	Disco
00054D	Brans
000542	Otari
00053C	Xircom
00052F	Leviton Network Solutions
00053B	Harbour Networks
000535	Chip PC
000529	Shanghai Broadan
000523	AVL List
000522	LEA*D
00051C	Xnet
000516	SMART Modular
000650	Tiburon Networks
000656	Tactel
00062D	TouchStar
000649	3M Deutschland
000643	SONO
00064A	Honeywell
00063F	Everex
000639	Newtec
000633	Cross Match
000626	MWE
00061D	MIP Telecom
000623	MGE UPS Systems France
000589	National Datacomputer
000595	Alesis
00058F	CLCsoft
000596	Genotech
00057D	Sun
00057C	RCO Security
000583	ImageCom
000573	Cisco
000572	Deonet
00056C	Hung Chang
000566	Secui.com
000560	LeaderCo
000559	Intracom S.A
0004A5	Barco Projection Systems
000499	Chino
00048D	Teo
000493	Tsinghua Unisplendour
000484	Amann
00048A	Temia Vertriebs
00047A	Axxessit ASA
000474	Legrand
00046E	Cisco
000473	Photonex
000467	Wuhan Institute Of MII
000461	EPOX
0003D9	Secheron
0003D2	Crossbeam Systems
0003CD	Clovertech
0003CA	MTS Systems
0003C6	ICUE Systems
0003BF	Centerpoint Broadband
0003BA	Oracle
0003AF	Paragea
0003B4	Macrotek
0003AC	Fronius Schweissmaschinen
0003A8	IDOT
0003A1	HIPER Information
000399	Dongju Informations
00039C	OptiMight
000390	Digital Video
000395	California Amplifier
000380	SSH Security
000374	Control Microsystems
0002F0	AME Optimedia
000379	Proscend
000371	Acomz Networks
00036D	Runtop
0002E3	LITE-ON
0002DE	Astrodesign
0002DB	Netsec
0002D7	EMPEG
0002D2	Workstation
000223	ClickTV
0002CB	TriState
0002C4	Vector BVBA
0002BF	dotRocket
0002BB	Continuous Computing
0002BC	LVL 7 Systems
0002B6	Acrosser
0002AF	TeleCruz
0002AA	PLcom
00045B	Techsan
00044E	Cisco
00044F	Schubert System Elektronik
000454	Quadriga UK
000445	LMS Skalar Instruments
00044A	iPolicy Networks
000444	Western Multiplex
00043E	Telencomm
000432	Voyetra Turtle Beach
000437	Powin Information
00042B	IT Access
000361	Widcomm
00035A	Photron
000355	TeraBeam Internet Systems
000353	Mitac
00034F	Sur-Gard Security
00034A	RIAS
000346	Hitachi Kokusai Electric
000344	Tietech.Co
000343	Martin Professional
000334	Newport
000337	Vaone
00033C	Daiden
000329	F3
000330	Imagenics
000321	Reco
000324	SANYO Consumer
00031B	Cellvision Systems
0001A8	Welltech
00030F	Digital China Networks
000314	Teleware Network Systems
00030C	Telesoft
000308	AM
0002FC	Cisco
000301	Exfo
0002F9	MIMOS Berhad
0002F5	VIVE Synergies
0002EA	Focus Enhancements
000269	Nadatel
000265	Virditech
00025E	High
000259	Tsann Kuen China. IT Group
000255	IBM
000249	Aviv Infocom
000250	Geyser Networks
000242	Videoframe Systems
000244	SURECOM
00022C	ABB Bomem
00023A	ZSK Stickmaschinen
000425	Atmel
000419	Fibercycle Networks
00041A	Ines and Measurement & CoKG
000414	Umezawa Musen Denki
000407	Topcon Positioning Systems
0003F7	Plast-Control
0003FE	Cisco
0003FD	Cisco
000401	Osaki Electric
0003F0	Redfern Broadband Networks
0003EB	Atrica
0003E5	Hermstedt
0002A3	ABB Switzerland
000298	Broadframe
000292	Logic Innovations
00028D	Movita
000283	Spectrum Controls
000277	Cash Systemes Industrie
00027C	Trilithic
000275	SMART
000270	Crewave
000104	DVICO
000110	Gotham Networks
00010C	System Talks
000113	Olympus
000100	Equip'Trans
00B0AC	SIAE-Microelettronica S.p.A
00B017	InfoGear
0030F0	Uniform
00B080	Mannesmann Ipulsys B.V
00B09A	Morrow
00B091	Transmeta
0030BE	City-Net
000233	Mantra
00022F	P-Cube
000227	ESD
00021F	Aculab
00021B	Kollmorgen-Servotronix
00020C	Metro-Optix
000218	Advanced Scientific
000213	S.D.E.L
00020F	Aatr
0001F9	TeraGlobal
000200	Net
0001FC	Keyence
0001F3	QPS
0001E4	Sitera
0001EB	C-CoM
0001F0	Tridium
0001D4	Leisure Time
0001D8	Teltronics
0001C6	Quarry
0001CC	Japan Total Design
0001D1	CoNet
0001B3	Precision
000160	ELMEX
00015E	Best
000162	Cygnet
000169	Celestix Networks
000175	Radiant
000159	S1
000165	AirSwitch
000171	Allied Data
000157	Syswave
000153	Archtek Telecom
003038	XCP
0030DB	Mindready Solutions
00306A	Penta Media
003021	Hsing
0030EA	TeraForce
0030F4	Stardot
003087	Vega Grieshaber
003000	Allwell
003034	SET
00308D	Pinnacle Systems
00304B	Orbacom Systems
0030FA	Telica
0001B1	General Bandwidth
0001BB	Frequentis
0001B7	Centos
0001AF	Artesyn Embedded
0001AB	Main Street Networks
000191	SYRED Data Systems
00019D	E-Control Systems
0001A4	Microlink
000199	HeiSei
0001A0	Infinilink
00017C	AG-E
000188	LXCO
000178	MARGI Systems
00018B	NetLinks
0030F5	Wild Lab
000184	Sieb & Meyer
00303E	Radcom
0030D7	Innovative Systems
0030FC	Terawave
00300F	IMT - Information Management T
003004	Leadtek
003018	Jetway Information
003088	Ericsson
0030CA	Discovery Com
00304F	PLANET
00014B	Ennovate Networks
00012C	Aravox
000134	Selectron Systems
00013B	BNA Systems
00012B	TELENET
00011C	Universal Talkware
00011F	RC Networks
003045	Village Networks
0030BB	CacheFlow
003053	Basler
003072	Intellibyte
0030B1	TrunkNet
0030A7	Schweitzer
00D086	Foveon
00D05A	Symbionics
00D01A	Urmet TLC S.P.A
00D0F3	Solari DI Udine
00D089	Dynacolor
00D08D	Phoenix Group
00D09C	Kapadia
00D0FE	Astral Point
00D0DC	Modular Mining Systems
00D062	Digigram
00D0A7	Tokyo Sokki Kenkyujo
00D032	Yano Electric
00D054	SAS Institute
00D0EB	Lightera Networks
00D01E	Pingtel
00D0A9	Shinano Kenshi
0030E9	GMA Manufact'G
003027	Kerbango
0030F6	Securelogix
0030B6	Cisco
0030B2	L-3 Sonoma EO
0030D6	MSC Vertriebs
003008	Avio Digital
00306D	Lucent
0030E4	Chiyoda System Riken
00301A	Smartbridges
0030CD	Conexant Systems
003001	SMP
0030E1	Network Equipment
0050A7	Cisco
00D0EE	Dictaphone
00D0B8	Iomega
005045	Rioworks Solutions
00507C	Videocon
005065	TDK-Lambda
0050F4	Sigmatek
005076	IBM
005075	Kestrel Solutions
005090	Dctri
0050ED	Anda Networks
005096	Salix
00509B	Switchcore
0050A9	Moldat Wireless Technolgies
00503C	Tsinghua Novel
005030	Future Plus Systems
005037	Koga
00501F	MRG Systems
005092	Rigaku Osaka Plant
00501C	Jatom Systems
00505C	Tundo
005068	Electronic
00501A	IQinVision
005063	Oy Comsel System
0050DE	Signum Systems
00507B	Merlot
005078	Megaton House
00508F	Asita Int'l
005057	Broadband Access Systems
005087	Terasaki Electric
00D03E	Rocketchips
00D03F	American
00D033	Dalian Daxian Network
00D090	Cisco
00D0B6	Crescent Networks
00D0D2	Epilog
0050B6	Good WAY
0050FF	Hakko
005032	Picazo
0050F9	Sensormatic
0050F6	PAN-International
00506C	Beijer
0050A5	Capitol Business Systems
005000	Nexo
00D066	Wintriss
00D06F	KMC Controls
00D04B	LA CIE Group S.A
00D002	Ditech
00D0A6	Lanbird
00D0DE	Philips Multimedia Network
00D083	Invertex
00D038	Fivemere
00D00C	Snijder Micro Systems
00D0F2	Monterey Networks
00D07B	Comcam
00D05D	Intelliworxx
00D00D	Micromeritics Instrument
00D04C	Eurotel Telecom
00D0FD	Optima Tele.com
0030D8	Sitek
003062	IP Video Networks
003081	Altos C&C
00D0B0	Bitswitch
00D044	Alidian Networks
00D004	Pentacom
00D045	Kvaser
00D0D0	Zhongxing Telecom
00902C	Data & Control Equipment
009049	Entridia
009043	Tattile SRL
009076	FMT Aircraft Gate Support Systems
009017	Zypcom
00907B	E-Tech
00102A	ZF Microsystems
00107D	Aurora
00101C	OHM Intl
00106C	EDNT
0010D4	Storage
0010BF	InterAir Wireless
001036	Inter-TEL Integrated Systems
001026	Accelerated Networks
000629	IBM
001004	THE Brantley Coile
00103A	Diamond Network
0010D8	Calista
001031	Objective
00107E	BACHMANN
0010C0	ARMA
001016	T.Sqware
00103D	Phasecom
0010C2	Willnet
00107A	AmbiCom
0010C4	Media Global Links
0010EB	Selsius Systems
0010FE	Digital Equipment
00102E	Network Systems
00103E	Netschools
001049	ShoreTel
00105E	Spirent
005088	Amano
0050A8	OpenCon Systems
005062	Kouwell
0050B1	Giddings & Lewis
00500C	e-Tek
005091	Netaccess
005097	MMC-EMBEDDED CoMPUTERTECHNIK
0050AF	Intergon
0050EB	Alpha-TOP
0050BC	Hammer Storage Solutions
0090C3	Topic Semiconductor
0090EC	Pyrescom
00903B	TriEMS Lab
009074	Argon Networks
0090C1	Peco II
0010D3	Grips
0010ED	Sundance
001023	Network Equipment
00104E	Ceologic
0010FB	Zida
0010AD	Softronics USB
0010D5	Imasde Canarias
0010E5	Solectron Texas
00909D	NovaTech Process Solutions
009038	Fountain
0090C5	Internet Magic
0090AD	Aspect
009097	Sycamore Networks
009008	HanA Systems
0090D4	BindView Development
009089	Softcom Microsystems
0090C4	Javelin Systems
009014	Rotork Instruments
0090B5	Nikon
0090C6	Optim Systems
00909B	Markem-Imaje
00905B	Raymond AND LAE
0090E8	Moxa
0090A1	Flying Pig Systems/High End Systems
0090FD	CopperCom
0090AC	Optivision
00902A	Communication Devices
009098	SBC Designs
0090CF	Nortel Networks
00900F	Kawasaki Heavy
009036	ens
0090E9	Janz
009032	Pelcombe Group
0090B8	Rohde & Schwarz
0090BE	IBC/Integrated Business
009062	ICP VORTEX CoMPUTERSYSTEME
00108F	Raptor Systems
001089	WebSonic
001086	ATTO
001027	L-3 East
0010B8	Ishigaki System
00104C	Teledyne LeCroy
001001	Citel
0010CF	Fiberlane
001068	Comos Telecom
001067	Ericsson
0010F1	I-O
001073	Technobox
00E0C0	Seiwa Electric
00E046	Bently Nevada
00E015	Heiwa
00E065	Optical Access
00E069	Jaycor
00E087	LeCroy - Networking Productions Division
00E049	MICROWI
00E050	Executone Information Systems
00E064	Samsung
00E012	Pluto
00E0D8	LANBit
00E02D	InnoMediaLogic
00E0A9	Funai Electric
00E035	Artesyn Embedded
00E060	Sherwood
00E0A2	Microslate
00E0CE	ARN
00E05F	e-Net
00E0C7	Eurotech SRL
00E0C4	Horner Electric
00E04D	Internet Initiative Japan
00607F	Aurora
00E039	Paradyne
006091	First Pacific Networks
006002	Screen Subtitling Systems
006061	Whistle
00E0A1	HIMA PAUL HILDEBRANDT
00E028	Aptix
00E0F2	Arlotto Comnet
00E020	Tecnomen
00E0C5	Bcom
00E0EE	Marel HF
00E0AC	Midsco
00E002	Crossroads Systems
00E057	HAN Microtelecom
00E0F0	Abler
00E0B7	PI Group
0010B1	FOR-A
001041	Bristol Babcock
0010F7	IRIICHI
0010E6	Applied Intelligent Systems
00101E	Matsushita
0010F2	Antec
0010BE	March Networks
006058	Copper Mountain
00601B	Mesa
0060FF	QuVis
006056	Network Tools
0060D8	Elmic Systems
00607A	DVS
0060E3	Arbin Instruments
00E0FD	A-Trend
00E0FB	Leightronix
00E0D3	DATENTECHNIK
00E05E	Japan Aviation
00E0E5	Cinco Networks
00A0FD	Scitex Digital Printing
00A0F5	Radguard
00A022	Centre FOR Development Of Advanced Computing
00A087	Microsemi
00A007	Apexx
00A066	ISA
00A0AB	Netcs Informationstechnik
00A0D8	Spectra - TEK
00A01A	Binar Elektronik
00A0E8	Reuters Holdings
00A076	Cardware LAB
00A0A3	Reliable Power Meters
00A055	Data Device
00A065	Symantec
00A044	NTT IT
0060EF	Flytech
006098	HT
0060F7	Datafusion Systems
0060DE	Kayser-Threde
0060D0	Snmp
006079	Mainstream Data
006020	Pivotal Networking
0005A8	Wyle
0060B7	Channelmatic
0060A3	Continuum
006050	Internix
0060E0	Axiom
0060A8	Tidomat
00A056	Micropross
00A051	Angia
00A0A6	M.I. Systems
00A05F	BTG
00A094	Comsat
00A010	Syslogic Datentechnik
00A063	JRL Systems
00A08F	Desknet Systems
00A0CC	Lite-ON
00A090	TimeStep
00A0F7	V.I
00A09C	Xyplex
00A092	H. Bollmann Manufacturers
00A04D	EDA Instruments
00A0DB	Fisher & Paykel Production
00A0A5	Teknor Microsysteme
00A018	Creative Controllers
00A09F	Commvision
00A06B	DMS Dorsch Mikrosystem
006051	Quality Semiconductor
00605E	Liberty Networking
0060C6	DCS
00609E	ASC X3 - Information Standards Secretariats
006084	Digital Video
00602D	Alerton
006093	Varian
0060E2	Quest
00A039	Ross
00A06D	Mannesmann Tally
00608E	HE
0060F0	Johnson & Johnson Medical
0060D2	Lucent Taiwan Telecom
006077	Prisa Networks
0060AB	Larscom
0060E9	Atop
00608B	ConferTech
0060C3	Netvision
